filename,ab,abbr,add,addrLine,address,cell,choice,closer,corr,date,dateline,del,div1,div2,expan,figDesc,figure,fw,gap,head,hi,item,lb,list,note,opener,orgName,orig,p,pb,persName,postscript,ref,reg,row,rs,salute,sic,signed,stamp,table,unclear
correspondence:wfc.css00021.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,1,2,0,1,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00482.xml,0,0,1,0,0,0,5,1,5,0,1,0,1,0,0,0,2,0,0,0,3,0,7,0,2,1,0,0,5,2,4,1,4,0,0,0,1,5,1,0,0,0
correspondence:wfc.css00504.xml,0,0,0,0,0,0,2,2,2,0,1,0,1,0,0,0,2,0,0,0,2,0,3,0,2,1,0,0,2,2,3,1,3,0,0,0,2,2,2,0,0,0
correspondence:wfc.css00582.xml,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,9,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00506.xml,0,0,0,0,0,0,16,1,16,0,1,0,1,0,0,0,2,0,0,0,3,0,7,0,1,1,0,0,3,2,2,0,9,0,0,0,1,16,1,0,0,0
correspondence:wfc.css00509.xml,0,0,0,0,0,0,10,1,10,0,1,1,1,0,0,0,4,0,0,0,2,0,13,0,2,1,1,0,5,2,3,0,6,0,0,0,2,10,1,0,0,0
correspondence:wfc.css00495.xml,0,0,1,0,0,0,2,1,2,0,1,1,1,0,0,0,2,0,0,0,3,0,7,0,1,1,0,0,7,1,5,1,4,0,0,0,1,2,1,0,0,0
correspondence:wfc.css00491.xml,0,0,1,0,0,0,5,2,5,0,1,1,1,0,0,0,6,0,0,0,5,0,19,0,3,1,1,0,14,3,4,1,6,0,0,0,1,5,2,0,0,0
correspondence:wfc.css00502.xml,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,2,0,0,0,2,0,7,0,1,1,1,0,3,1,1,0,5,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00483.xml,0,0,1,0,0,0,10,1,10,0,1,4,1,0,0,0,2,0,0,0,6,0,18,0,3,1,0,0,5,3,3,0,4,0,0,0,2,10,1,0,0,0
correspondence:wfc.css00585.xml,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,8,0,1,0,1,0,1,1,2,0,3,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00488.xml,0,0,0,0,0,0,11,2,11,0,1,0,1,0,0,0,1,0,0,0,1,0,4,0,1,1,1,0,2,2,4,1,8,0,0,0,2,11,2,0,0,0
correspondence:wfc.css00493.xml,0,0,0,0,0,0,8,1,8,0,1,1,1,0,0,0,4,0,0,0,4,0,13,0,2,1,0,0,5,2,4,0,3,0,0,0,2,8,1,0,0,0
correspondence:wfc.css00499.xml,0,0,1,0,0,0,7,1,7,0,1,2,1,0,0,0,4,0,0,0,2,0,13,0,2,1,0,0,5,2,4,0,5,0,0,0,2,7,1,0,0,0
correspondence:wfc.css00512.xml,0,0,0,0,0,0,19,3,19,0,1,2,1,0,0,0,6,0,0,0,12,0,21,0,3,1,1,0,11,4,3,2,5,0,0,0,3,19,2,0,0,0
correspondence:wfc.css00584.xml,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,10,0,1,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00517.xml,0,0,0,0,0,0,10,1,10,0,1,0,1,0,0,0,1,0,0,0,3,0,7,0,1,1,1,0,2,2,1,0,5,0,0,0,1,10,0,0,0,0
correspondence:wfc.css00583.xml,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,9,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00503.xml,0,0,0,0,0,0,5,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,1,1,0,2,0,0,0,1,5,1,0,0,0
correspondence:wfc.css00489.xml,0,0,3,0,0,0,38,1,38,0,1,2,1,0,0,0,0,8,0,0,1,0,36,0,9,1,1,0,6,9,4,0,12,0,0,0,2,38,1,0,0,0
correspondence:wfc.css00496.xml,0,0,0,0,0,0,4,1,4,0,1,0,1,0,0,0,2,0,0,0,1,0,7,0,1,1,2,0,5,1,1,0,3,0,0,0,2,4,1,0,0,0
correspondence:wfc.css00515.xml,0,0,0,0,0,0,5,1,5,0,1,0,1,0,0,0,4,0,0,0,2,0,13,0,2,1,0,0,5,2,3,0,10,0,0,0,1,5,1,0,0,0
correspondence:wfc.css00513.xml,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,2,0,0,0,3,0,7,0,1,1,0,0,3,1,1,0,6,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00516.xml,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,4,1,1,0,2,0,0,0,1,1,1,0,0,0
correspondence:wfc.css00476.xml,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,2,0,0,0,1,0,6,0,1,1,0,0,4,1,3,0,2,0,0,0,1,1,1,0,0,0
correspondence:wfc.css00511.xml,0,0,0,0,0,0,3,1,3,0,1,1,1,0,0,0,2,0,0,0,2,0,8,0,1,1,0,0,4,2,1,1,4,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00514.xml,0,0,1,0,0,0,8,1,8,0,1,0,1,0,0,0,4,0,0,0,7,0,13,0,2,1,0,0,6,2,3,0,3,0,0,0,1,8,1,0,0,0
correspondence:wfc.css00486.xml,0,0,1,0,0,0,3,1,3,0,1,2,1,0,0,0,4,0,0,0,4,0,13,0,2,1,2,0,7,3,2,0,3,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00485.xml,0,0,1,0,0,0,5,1,5,0,1,1,1,0,0,0,6,0,0,0,2,0,19,0,3,1,0,0,9,3,1,0,2,0,0,0,2,5,1,0,0,0
correspondence:wfc.css00475.xml,0,0,1,0,0,0,4,1,4,0,1,1,1,0,0,0,2,0,0,0,7,0,8,0,1,1,0,0,3,2,4,0,5,0,0,0,2,4,1,0,0,0
correspondence:wfc.css00492.xml,0,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,2,0,0,0,1,0,7,0,1,1,0,0,3,1,2,0,4,0,0,0,1,3,1,0,0,0
correspondence:wfc.css00510.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,6,0,1,1,1,0,1,1,2,0,5,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00490.xml,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,2,0,0,0,5,0,7,0,1,1,1,0,6,1,3,1,3,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00479.xml,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,2,0,0,0,6,0,7,0,1,1,2,0,3,1,1,0,5,0,0,0,1,1,1,0,0,0
correspondence:wfc.css00498.xml,0,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,4,0,0,0,6,0,13,0,2,1,1,0,5,2,4,0,5,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00507.xml,0,0,2,0,0,0,3,1,3,0,1,4,1,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,1,2,1,0,6,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00357.xml,0,0,0,2,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00434.xml,0,0,0,0,0,0,4,1,4,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,3,0,0,0,2,4,1,0,0,0
correspondence:wfc.css00530.xml,0,0,1,0,0,0,8,1,8,1,1,3,1,0,0,0,4,0,0,0,1,0,20,0,4,1,1,0,3,4,2,0,4,0,0,0,2,8,1,0,0,0
correspondence:wfc.css00526.xml,0,0,0,0,0,0,5,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,2,0,4,0,0,0,2,5,1,0,0,0
correspondence:wfc.css00371.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00085.xml,0,0,0,1,1,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,2,0,0,0,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00534.xml,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,2,0,0,0,2,0,7,0,1,1,0,0,4,1,1,0,2,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00380.xml,0,0,0,5,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00374.xml,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00364.xml,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00023.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,0,0,0,0,6,0,2,1,0,0,5,4,1,0,3,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00531.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,3,1,1,0,2,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00381.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00362.xml,0,0,0,7,2,0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00366.xml,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00377.xml,0,0,0,2,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00522.xml,0,0,0,0,0,0,4,1,4,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,4,1,1,0,4,0,0,0,2,4,1,0,0,0
correspondence:wfc.css00537.xml,0,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,2,2,2,1,5,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00369.xml,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00368.xml,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00402.xml,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00536.xml,0,0,0,0,0,0,4,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,2,0,4,0,0,0,1,4,1,0,0,0
correspondence:wfc.css00529.xml,0,0,0,0,0,0,4,2,4,0,1,0,1,0,0,0,0,0,0,0,4,0,2,0,2,1,0,0,4,2,3,1,6,0,0,0,2,4,2,0,0,0
correspondence:wfc.css00521.xml,0,0,0,0,0,0,10,2,10,0,1,0,1,0,0,0,0,0,0,0,4,0,2,0,1,1,0,0,4,2,6,2,6,0,0,0,2,10,2,0,0,0
correspondence:wfc.css00367.xml,0,0,0,5,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00356.xml,0,0,0,5,2,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,2,0,2,0,0,0
correspondence:wfc.css00540.xml,0,0,0,0,0,0,5,1,5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,1,2,0,4,0,0,0,2,5,1,0,0,0
correspondence:wfc.css00527.xml,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,1,1,0,0,1,1,1,0,2,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00524.xml,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,2,2,2,1,6,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00539.xml,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,3,0,5,0,1,1,0,0,3,1,1,0,7,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00518.xml,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,1,1,0,0,1,1,1,0,1,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00373.xml,0,0,0,2,1,20,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,6,0,0,0,0,0,10,0,3,0,0,0,1,0
correspondence:wfc.css00525.xml,0,0,0,0,0,0,4,2,4,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,2,1,3,1,3,0,0,0,2,4,2,0,0,0
correspondence:wfc.css00528.xml,0,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,1,1,1,7,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00370.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00089.xml,2,0,0,3,1,0,1,1,1,1,1,0,2,0,0,3,4,0,0,0,0,0,12,0,3,1,0,0,5,3,0,0,2,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00360.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00376.xml,0,0,1,2,1,8,4,1,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,0,0,0,0,0,4,0,2,4,1,0,1,0
correspondence:wfc.css00532.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,1,1,1,0,2,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00375.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00533.xml,0,0,0,0,0,0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,2,0,4,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00363.xml,0,0,1,1,1,0,5,1,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,2,5,1,0,0,0
correspondence:wfc.css00519.xml,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,6,0,1,1,0,0,3,1,1,0,4,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00535.xml,0,0,0,0,0,0,4,1,4,1,1,0,1,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,4,2,3,0,10,0,0,0,2,4,1,0,0,0
correspondence:wfc.css00359.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00372.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00538.xml,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,0,3,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00358.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00523.xml,0,0,0,0,0,0,4,1,4,0,1,0,1,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,2,1,2,1,9,0,0,0,2,4,1,0,0,0
correspondence:wfc.css00520.xml,0,0,3,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,2,0,0,2,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00133.xml,0,1,0,0,0,0,8,1,7,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,4,3,1,0,5,0,0,0,2,7,1,0,0,0
correspondence:wfc.css00113.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00124.xml,2,0,0,4,1,0,1,1,1,1,1,0,2,0,0,2,3,0,0,0,0,0,7,0,2,1,0,0,2,2,1,0,1,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00136.xml,2,0,0,4,1,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,4,2,0,0,4,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00119.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,3,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00548.xml,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,2,1,1,0,3,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00129.xml,2,1,2,3,1,0,6,1,5,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,2,4,0,0,0,0,0,0,1,5,1,0,0,0
correspondence:wfc.css00107.xml,2,0,0,4,1,0,5,2,5,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,2,0,1,3,0,0,0,2,5,2,0,0,0
correspondence:wfc.css00135.xml,2,0,0,5,1,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,4,3,1,1,3,0,0,0,2,0,1,0,0,4
correspondence:wfc.css00118.xml,2,0,0,4,1,0,1,2,0,1,1,1,2,0,0,1,1,0,0,0,0,0,7,0,2,1,0,1,3,2,0,1,3,1,0,0,2,0,2,0,0,0
correspondence:wfc.css00547.xml,0,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,1,5,0,2,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00145.xml,1,0,0,4,1,0,9,2,9,1,1,1,2,0,0,4,5,8,0,0,0,0,0,0,5,1,0,0,2,10,0,1,0,0,0,0,2,9,2,0,0,0
correspondence:wfc.css00151.xml,0,0,0,2,1,0,3,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,4,1,0,4,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00550.xml,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,1,2,0,1,1,1,0,3,0,0,0,3,0,1,0,0,0
correspondence:wfc.css00424.xml,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,1,1,0,0,2,1,0,1,0,0,0,0,2,0,1,0,0,5
correspondence:wfc.css00587.xml,0,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,1,1,2,0,2,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00549.xml,0,0,1,0,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,2,1,1,0,6,2,1,1,1,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00134.xml,2,0,0,4,1,0,2,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,2,1,0,6,0,0,0,2,2,1,0,0,1
correspondence:wfc.css00158.xml,2,0,0,5,1,0,1,1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,2,2,0,0,5,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00146.xml,2,0,0,6,1,0,0,1,0,1,1,0,2,0,0,2,2,0,0,0,0,0,2,0,2,1,0,0,3,3,1,0,2,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00099.xml,1,0,0,4,1,0,2,1,2,1,2,0,2,0,0,1,1,0,0,0,0,0,2,0,2,1,0,0,2,2,0,0,2,0,0,0,3,2,1,0,0,0
correspondence:wfc.css00034.xml,0,0,0,1,1,0,5,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,6,0,0,0,1,5,1,0,0,0
correspondence:wfc.css00105.xml,0,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,4,0,0,0,3,3,1,0,0,0
correspondence:wfc.css00101.xml,0,1,0,0,0,0,2,2,1,1,2,0,2,0,1,0,0,0,0,0,0,0,7,0,2,2,0,0,6,3,0,1,6,0,0,0,3,1,2,0,0,1
correspondence:wfc.css00108.xml,3,1,0,3,1,0,2,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,2,1,0,1,3,2,0,0,1,1,0,0,2,0,1,0,0,0
correspondence:wfc.css00541.xml,0,0,0,4,1,0,5,1,5,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,3,1,1,0,9,3,2,1,5,0,0,0,2,5,1,0,0,0
correspondence:wfc.css00588.xml,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,12,0,1,0,0,0,1,1,2,0,2,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00130.xml,2,0,0,4,1,0,1,1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,3,1,0,0,2,2,0,0,3,0,0,0,2,1,1,0,0,2
correspondence:wfc.css00112.xml,2,0,1,6,1,0,1,2,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,3,1,0,1,5,3,0,1,4,1,0,0,2,0,2,0,0,0
correspondence:wfc.css00542.xml,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,1,0,1,1,2,0,1,0,0,0,2,0,1,0,0,0
