filename,ab,abbr,add,addrLine,address,cell,choice,closer,corr,date,dateline,del,div1,div2,expan,figDesc,figure,fw,gap,head,hi,item,lb,list,note,opener,orgName,orig,p,pb,persName,postscript,ref,reg,row,rs,salute,sic,signed,stamp,table,unclear
correspondence:wfc.css00552.xml,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6,0,1,0,1,1,0,0,4,1,1,1,8,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00545.xml,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,1,3,0,2,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00117.xml,2,0,0,4,1,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,2,2,0,0,2,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00006.xml,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,3,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00125.xml,2,0,1,3,1,0,1,1,1,1,1,0,2,0,0,1,1,1,0,0,0,0,19,0,6,1,0,0,3,5,0,0,0,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00128.xml,2,0,0,4,1,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0,1,0,2,1,1,0,4,2,1,0,4,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00123.xml,2,0,0,4,1,0,0,1,0,1,1,0,2,0,0,2,2,0,0,0,0,0,7,0,2,1,0,0,2,2,0,0,1,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00127.xml,2,0,0,1,1,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,23,0,4,1,0,0,1,2,1,0,4,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00007.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00102.xml,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,8,3,0,3,5,0,0,0,2,1,1,0,0,2
correspondence:wfc.css00361.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00551.xml,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,3,0,1,1,1,0,3,1,1,0,3,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00154.xml,0,0,0,0,0,0,2,2,2,1,1,0,1,0,0,2,2,0,0,0,0,0,9,0,2,1,0,0,2,2,0,1,2,0,0,0,2,2,2,0,0,0
correspondence:wfc.css00103.xml,5,0,1,5,1,0,2,1,0,1,1,2,2,0,0,1,1,0,0,0,1,0,0,0,2,1,0,2,3,2,1,0,4,2,0,0,1,0,1,0,0,0
correspondence:wfc.css00544.xml,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1,1,0,5,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00546.xml,0,0,0,0,0,0,2,1,2,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,2,1,1,0,3,0,0,0,1,2,1,0,0,0
correspondence:wfc.css00157.xml,1,0,1,4,1,0,3,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,2,0,0,5,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00005.xml,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00543.xml,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,2,1,1,0,4,2,5,0,6,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00122.xml,2,0,0,4,1,0,2,1,2,1,2,0,2,0,0,6,6,3,0,0,0,0,15,0,5,1,0,0,3,5,1,0,6,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00229.xml,3,0,0,4,1,0,9,1,9,1,1,0,2,0,0,4,4,0,0,0,0,0,39,0,4,1,0,0,5,4,0,0,0,0,0,0,2,9,1,0,0,1
correspondence:wfc.css00671.xml,0,0,0,4,2,0,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,1,0,0,0,0,0,4,0,2,0,0,0
correspondence:wfc.css00027.xml,0,0,0,0,0,0,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,3,1,0,0,1
correspondence:wfc.css00554.xml,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3,0,1,0,1,1,0,0,3,1,1,0,4,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00033.xml,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,0,1,4,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00422.xml,0,0,0,0,0,0,4,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,8,2,0,0,0,0,0,0,2,4,1,0,0,0
correspondence:wfc.css00010.xml,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,2,0,1,0,0,3
correspondence:wfc.css00558.xml,0,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,4,1,1,0,6,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00382.xml,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,7,0,2,1,0,0,5,1,0,0,6,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00388.xml,0,0,1,0,0,0,6,1,5,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,4,1,3,0,4,1,0,0,2,5,1,0,0,1
correspondence:wfc.css00400.xml,3,0,0,4,1,0,2,1,2,0,1,0,2,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,5,1,1,0,6,0,0,0,1,2,1,0,0,0
correspondence:wfc.css00593.xml,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,1,0,0,4,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00398.xml,3,0,0,6,2,0,0,1,0,0,1,0,2,0,0,0,3,0,0,0,0,0,16,0,2,1,0,0,5,1,0,0,0,0,0,0,2,0,1,0,0,1
correspondence:wfc.css00274.xml,2,0,0,5,1,0,1,1,1,1,1,0,3,5,0,1,1,0,0,6,0,0,5,0,3,1,0,0,16,3,0,0,3,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00595.xml,0,0,0,2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00280.xml,2,0,0,7,2,0,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,0,9,0,2,1,0,0,3,2,1,0,4,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00408.xml,4,0,3,9,2,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,16,0,2,1,0,0,3,2,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00557.xml,0,0,0,0,0,0,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,6,7,1,1,1,0,0,3,1,2,0,6,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00596.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,5,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00300.xml,0,0,1,0,0,0,6,1,6,1,1,1,1,0,0,0,0,1,0,0,0,0,5,0,3,1,0,0,4,3,2,0,6,0,0,0,2,6,1,0,0,0
correspondence:wfc.css00555.xml,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,6,4,0,1,1,1,0,0,2,1,1,1,6,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00599.xml,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,3,2,0,0,3,1,0,0,2,0,1,1,0,0
correspondence:wfc.css00413.xml,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00390.xml,1,0,0,2,1,0,0,1,0,1,1,1,2,0,0,0,1,0,0,0,0,0,5,0,3,1,0,0,5,1,0,0,0,0,0,0,3,0,1,0,0,3
correspondence:wfc.css00589.xml,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0,1,1,0,0,1,0,0,0,2,0,1,1,0,0
correspondence:wfc.css00399.xml,3,0,0,4,1,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,8,0,2,1,0,0,4,2,0,1,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00008.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00415.xml,2,0,0,4,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00392.xml,3,0,0,3,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,10,1,0,0,2,2,2,0,2,0,0,0,1,1,1,0,0,0
correspondence:wfc.css00275.xml,2,0,0,5,1,0,0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,2,1,0,0,3,2,1,0,5,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00393.xml,1,0,0,0,0,0,3,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,3,1,1,0,3,2,0,0,2,1,1,0,0,0
correspondence:wfc.css00394.xml,4,0,0,5,2,0,0,1,0,1,1,0,2,0,0,0,3,0,0,0,0,0,9,0,3,1,0,0,5,2,2,0,4,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00598.xml,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,6,1,0,1,3,2,0,0,2,1,0,0,2,0,1,1,0,0
correspondence:wfc.css00230.xml,2,0,0,4,1,0,4,1,4,1,1,0,2,0,0,1,1,0,0,0,0,0,7,0,2,1,0,0,3,3,0,0,6,0,0,0,1,4,1,0,0,0
correspondence:wfc.css00009.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,3,0,1,0,0,3
correspondence:wfc.css00004.xml,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
correspondence:wfc.css00597.xml,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,16,0,3,1,0,0,2,1,0,0,4,0,0,0,2,0,1,6,0,0
correspondence:wfc.css00591.xml,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
correspondence:wfc.css00553.xml,0,0,0,0,0,0,3,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1,1,0,6,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00277.xml,2,0,0,6,2,0,0,1,0,1,1,0,2,0,0,1,1,1,0,0,0,0,9,0,3,1,0,0,6,3,0,0,5,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00389.xml,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,2,0,1,0,2,1,0,0,3,1,0,1,5,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00556.xml,0,0,0,0,0,0,4,1,4,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,2,1,2,0,3,0,0,0,2,4,1,0,0,0
correspondence:wfc.css00196.xml,2,0,0,4,1,0,2,1,2,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,4,2,0,0,4,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00226.xml,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,1,3,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00559.xml,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1,1,0,4,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00594.xml,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,8,0,3,1,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0
correspondence:wfc.css00592.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,3,0,0,0,3,0,1,0,0,0
correspondence:wfc.css00279.xml,2,0,0,7,2,0,0,1,0,1,1,2,2,0,0,1,1,0,0,0,0,0,6,0,2,1,0,0,2,2,1,0,4,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00011.xml,0,0,0,2,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,6,0,0,0,2,1,1,0,0,0
correspondence:wfc.css00590.xml,0,0,0,3,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
correspondence:wfc.css00600.xml,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,1,0,0,1,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00401.xml,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7,0,1,1,0,0,1,1,1,0,2,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00386.xml,0,0,0,1,1,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,4,1,0,0,1,1,1,0,3,0,0,1,1,1,1,0,0,0
correspondence:wfc.css00391.xml,0,0,0,1,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,5,0,4,1,0,0,1,1,1,0,2,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00407.xml,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,1,1,0,0,3,2,0,1,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00383.xml,0,0,0,0,0,100,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,8,0,2,1,0,0,2,1,1,0,2,0,25,0,1,0,1,0,1,0
correspondence:wfc.css00387.xml,0,0,0,3,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,10,0,3,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0
correspondence:wfc.css00410.xml,0,0,0,4,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,14,0,2,1,0,0,4,2,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00310.xml,3,0,1,4,1,0,6,1,6,1,1,0,2,0,0,1,3,0,0,0,0,0,12,0,2,1,0,0,4,2,1,0,4,0,0,0,1,6,1,0,0,0
correspondence:wfc.css00608.xml,0,0,0,4,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,0,2,1,0,0,3,1,0,0,4,0,0,0,2,0,1,1,0,0
correspondence:wfc.css00417.xml,0,0,0,1,1,0,15,1,15,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,15,1,0,0,0
correspondence:wfc.css00412.xml,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,16,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00423.xml,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,2,0,9,0,1,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00395.xml,4,0,0,3,1,0,2,1,2,0,1,0,2,0,0,0,3,0,0,0,0,0,10,0,2,1,0,0,3,2,0,0,0,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00609.xml,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,1,0,0,1,0,0,0,2,0,1,1,0,0
correspondence:wfc.css00611.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,9,0,3,1,0,0,1,1,0,0,1,0,0,0,2,0,1,1,0,0
correspondence:wfc.css00420.xml,1,0,0,0,0,0,3,1,3,0,1,1,1,0,0,0,1,0,0,0,0,0,12,0,1,1,0,0,3,1,0,0,0,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00032.xml,0,0,0,5,2,0,5,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,4,0,0,0,2,5,1,0,0,0
correspondence:wfc.css00035.xml,0,0,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00031.xml,1,0,0,2,2,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00304.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,1,1,0,0,3,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00028.xml,2,0,0,8,2,0,5,1,5,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,1,5,1,0,0,0
correspondence:wfc.css00350.xml,0,0,0,4,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00601.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,2,1,0,0,1,0,0,0,2,0,0,1,0,0
correspondence:wfc.css00607.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,3,2,0,0,1,0,0,0,2,0,1,1,0,0
correspondence:wfc.css00604.xml,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,5,2,0,0,1,0,0,0,2,0,1,1,0,0
correspondence:wfc.css00429.xml,0,0,1,1,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,12,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00612.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00430.xml,0,0,0,2,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,20,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00403.xml,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,1,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00606.xml,0,0,0,2,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00029.xml,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1
correspondence:wfc.css00416.xml,5,0,0,4,1,0,0,1,0,0,1,1,2,0,0,0,3,0,0,0,0,0,6,0,3,1,0,0,3,3,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00036.xml,0,0,0,1,1,0,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,1,0,0,0,0,0,2,3,1,0,0,0
correspondence:wfc.css00610.xml,0,0,0,5,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,16,0,1,1,0,0,2,2,0,0,3,0,0,0,2,0,1,1,0,0
correspondence:wfc.css00421.xml,3,0,0,4,1,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,11,0,2,1,0,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00404.xml,3,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,7,4,1,1,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00396.xml,3,0,0,4,1,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,7,0,2,1,0,0,3,1,1,0,2,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00418.xml,3,0,0,3,1,0,2,1,2,0,1,2,2,0,0,0,4,0,0,0,1,0,17,0,3,1,0,0,8,4,0,0,0,0,0,0,2,2,1,0,0,0
correspondence:wfc.css00602.xml,0,0,0,7,2,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,3,0,0,0,2,0,1,2,0,0
correspondence:wfc.css00397.xml,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,5,1,0,0,0,0,0,0,1,0,1,0,0,0
correspondence:wfc.css00605.xml,0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,2,0,0,0,2,0,1,1,0,0
correspondence:wfc.css00419.xml,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,12,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
correspondence:wfc.css00030.xml,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,2,0,1,0,0,1
correspondence:wfc.css00603.xml,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,2,0,0,0,2,0,1,0,0,0
correspondence:wfc.css00384.xml,0,0,1,0,0,0,11,1,11,1,1,1,1,0,0,0,1,0,0,0,1,0,10,0,1,1,0,0,3,2,1,0,5,0,0,0,2,11,1,0,0,0
correspondence:wfc.css00414.xml,3,0,1,4,1,0,1,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,11,0,2,1,0,0,2,2,0,0,0,0,0,0,2,1,1,0,0,0
